UT,PY,LA,DT,TI,DE,ID,AB
WOS:001397601300001,2025,English,Article,A comparative assessment of grey water footprint estimation methods in paddy fields,Drainage water; HYDRUS-2D; Nitrogen; Subsurface drainage; Tier-1 approach,SAVING IRRIGATION STRATEGIES; SUBSURFACE DRAINAGE; USE EFFICIENCY; DRYING IRRIGATION; SIMULATION-MODEL; CROP PRODUCTION; NITROGEN FATE; MAIZE; SOIL; DYNAMICS,"Reliable estimation of the gray water footprint (GWF), a key indicator for assessing freshwater pollution, remains limited due to uncertainties in estimating leaching-runoff fractions and other assumptions in conventional methods. To address this gap, we applied three different methods for estimating the GWF during the rice production process in a subsurface-drained paddy field under mid-season drainage (MSD) and alternate wetting and drying (AWD) strategies: (i) a simple tier-1 approach (T1M), (ii) a field-based estimation method (FBM), and (iii) a modeling approach using the HYDRUS-2D model (HM). During four rice growing seasons in 2011-2015, nitrate concentrations were monitored in drainage water of three subsurface drainage systems with drain spacings and depths of 30 m and 0.90 m (D0.90L30), respectively, 30 m and 0.65 m (D0.65L30), and 15 m and 0.65 m (D0.65L15). The HYDRUS performance was evaluated using the root mean square error (RMSE), normalized root mean square error (nRMSE), normalized mean bias error (nMBE), and model efficiency (EF). The values of RMSE (0.25-0.99 mg L- 1), nRMSE (5.3-19.1 %), nMBE (-2.14-10.47 %), and EF (0.6-1.0) were within the acceptable range in the calibration and validation periods under MSD and AWD. The GWF determined using FBM ranged from 17 to 2995 m3 t- 1, from 701 to 1368 m3 t- 1 using T1M, and from 19 to 2770 m3 t- 1 using HM. The average GWFs determined using FBM, T1M, and HM were 158, 783, and 171 m3 t- 1 under MSD, and 1808, 1053, and 1840 m3 t- 1 under AWD, respectively. While a difference of up to 3961 % was observed between GWFs estimated by FBM and T1M, HM provided closer values to FBM, with relative errors ranging from 5 % to 12 %. The results indicate the HYDRUS-2D model performed well in simulating nitrate losses under MSD and AWD. Therefore, HYDRUS-2D can provide acceptable estimations of the GWF compared to the conventional and widely used T1M."
WOS:001330347300012,2024,English,Article,The role of farm subsidies in changing India's water footprint,,GROUNDWATER DEPLETION; FOOD; ADAPTATION; POLICY; LIMITS,"Dwindling groundwater supplies threaten food security and livelihoods. Output subsidies for farmers are a ubiquitous agricultural policy tool, yet their contribution to growing groundwater stress remains poorly quantified. We show how output subsidies guaranteeing the purchase of crops at higher than market prices may have contributed substantially to declining water tables in India. Our analysis suggests that these policies may have led to a 30% over-production of water intensive crops. In the northwestern state of Punjab, rice procurement can potentially account for at least 50% of the groundwater table decline over 34 years. In the central state of Madhya Pradesh, wheat procurement adopted in the late 2000s appears to have driven a 5.3 percentage point increase in dry wells and a consequent 3.4 percentage point increase in deep tubewells. These results suggest that well-intentioned but poorly designed subsidies can impose harmful externalities on the environment and undermine long-term sustainable development. The study shows that India's agricultural subsidies have driven significant groundwater depletion by incentivizing overproduction of water-intensive crops like rice and wheat. This impact is evident in both Punjab's alluvial aquifers and Madhya Pradesh's hard rock aquifers."
WOS:001373159000002,2024,English,Article,(Water Footprint Assessment of Paddy Cultivation in Muda Area Malaysia),Water footprint; CROPWAT 8.0 programming; rice cultivation; sustainability; Muda area,RICE PRODUCTION; SCARCITY,"Water footprint (WF) can be used as a comprehensive indicator of the use of freshwater resources and as a measurable metric to determine the amount of water used per unit of crop. Rice cultivation uses large amounts of water to increase crop yields. Since water is the most important component for rice cultivation, it is important to understand how much water is used during agriculture and the quantity of water in the rice crop per ton of product. The aim of this study is to evaluate the water footprint of rice crops in the Muda area regulated by the Muda Agricultural Development Board, for five consecutive years from 2018 to 2022. CROPWAT 8.0 computer programming, meteorological data such as (rainfall, temperature, speed wind, relative humidity, and solar radiation) and rice crop yield data are used to estimate water evapotranspiration (ET) for the blue and green water components, and continue the water footprint calculation. Methodological framework according to crop water requirements options based on the water footprint assessment manual. The water footprint calculation focuses on the blue, green, and grey water footprint components. The findings of the study show that the three components of the water footprint differ significantly from each other. In the Muda area, the average value of the green water footprint (WF green ) is 1102.3 m3/ton (56.6 %) higher than blue water footprint (WFblue) which is 506.4 m3/ton (26 %), and the value of the grey water footprint (WFgrey) is 337.4 m3/ton (17.3 %). 57 % green water footprint indicates that there is enough rain to support rice growth. Water footprint assessment provides more comprehensive understanding of the environmental sustainability of rice crops. Data from the assessment can be used to formulate policies that promote sustainable rice cultivation and the cultivation methods."
WOS:001300053700014,2024,English,Article,ECONOMIC STUDY OF CALCULATION THE WATER FOOTPRINT AND VIRTUAL WATER FOR IRAQ'S IMPORTS FROM WHEAT AND RICE DURING 2000-2020,foreign trade; water requirements; water policy; food security,,"The study was aimed to identify the concepts of water footprint and virtual water and how these two concepts could be used to achieve water savings at the local level to meet the water supply deficit in Iraq, which is expected to increase in the coming years through studying the water footprint and virtual water and their impact on the foreign trade for wheat and rice crops during the period 2000-2020 and estimating the most important indicators of virtual water and the water footprint of the study crops due to the importance of these criteria in determining the amount of increase or decrease in the area of the studied crops. According to the foreign trade policy. This study was concluded that the average total water footprint of the wheat and rice crops during the study period is 20.27,13.89 billion m(3 )respectively, and the average percentage of dependence on external water resources for both crops are 20.49%,67.98% respectivly, and the average percentage of self-sufficiency in water resources are 79.51%,32.01%respectivly,and the average unit productivity of irrigation water for both crops is 0.19,0.10 kg/m(3) respectivly during 2000-2020.The average for the water needs of wheat and rice crops during the study period were 6.04,10.19 m(3)/kg respectivly, the average amounts of water used in local production for both crops are 14.23,4.01 billion m(3 )respectivly, the average amounts of virtual water imported for both crops are 6.19,10.03 billion m(3 )respectivly, and the average value of the imported virtual water for both crops is 382,529 thousand dollars during the period 2000-2020."
WOS:001385875000015,2024,English,Article,Green and Blue Water Footprint for Groundnut ( Arachis hypogaea L.) under Irrigation Scheduling and Nutrient Management Practices,Groundnut; Irrigation scheduling; Nutrient management practices; Yield attributes.,,"Background: Water shortage is a key obstacle to the sustainable supply of food to the world and Indian population, since largest consumptive water use. This research paper determines he water footprint of green and blue water for groundnut under an irrigated conditions during different seasons. Methods: The field experiments were conducted at Agricultural College and Research Institute, Tamil Nadu Agricultural University, Madurai, Tamil Nadu during summer, kharif and rabi 2016-2018. The experiments were laid out in a split-plot design with three replications. The main plot consisted of three levels of irrigation scheduling namely 0.8, 0.6 and 0.4 IW/CPE ratios and sub-plots comprised of four nutrient management practices viz., 75% of RDF with 5 tones/ha of charred rice husk, 50% of RDF with 5 tones/ha of charred rice husk, 75% of RDF with 5 tones/ha of charred rice husk along with seed treatment of Arbuscular mycorrhiza and 50% of RDF with 5 tones/ha of charred rice husk along with seed treatment Arbuscular mycorrhiza. Result: The study revealed that the growth attributes, pod yield and haulm yield, rain and irrigation water content and water use studies of groundnut were registered higher with irrigation scheduling at 0.8 IW/CPE ratios along with the application of 75% RDF and 5 tones/ha of charred rice husk as basal with seed treatment of Arbuscular mycorrhiza. The higher green water content has been recorded with irrigation scheduling at 0.6 and 0.4 IW/CPE ratios during summer' and kharif' 2017. The higher blue water content was recorded under irrigation scheduling at 0.8 IW/CPE ratios during all three seasons."
WOS:000961977700001,2023,English,Article,A multi-pollutant pilot study to evaluate the grey water footprint of irrigated paddy rice,Irrigated agriculture; Paddy rice; Multiple pollutants; Water footprint; Water quality management,BUTACHLOR; FIELDS; CROP; PHOSPHORUS; NITROGEN; QUALITY; BLUE,"Grey water footprint (GWF) is one component of water footprint (WF). It considers multiple pollutants and water quality regulations when determining the amount of freshwater required to assimilate the pollution load dis-charged by agricultural production into the receiving water body. This indicator is typically estimated for ac-counting the WF of agricultural productions including paddy rice. This study evaluates the GWF of irrigated paddy rice (IPR) through sampling multiple pollutants in both the inflow and drainage of a pilot area, simul-taneously. It aims to find a realistic range for the GWF of IPR and emphasize the impacts of pollutants, regu-lations (Cmax), and inflow (Qin) variations. For this purpose, an isolated subsurface drained farm in northern Iran was chosen as a pilot area where 32 samples from inflow and outflow were taken during the cultivation period (94 days). Here, the concentrations of electro-conductivity (EC), dissolved oxygen (DO), chemical oxidation demand (COD), nitrate (NO3), total kjeldahl nitrogen (TKN), total phosphorous (TP), total nitrogen (TN), and butachlor herbicide, as well as irrigation and drainage volume were investigated. Cmax was examined through three regulation scenarios: strict (S1), normal (S2), and lenient (S3). In addition, Qin was measured by the methods of water balance and SCD-USDA. Results show that TP was most critical in paddy rice GWF (S1-S2), while DO can be an alternative critical parameter in S3. Based on calculations, GWF was ultimately varied be-tween 1109 and 8079 m3/ton in all scenarios. It incorporated a significant share in WF as its ratio varied between 46% and 86%. Cmax showed relatively higher impacts on GWF comparing with the precise calculation of Qin. Moreover, calculating the net pollution loads of multiple pollutants discharged from paddy field was recom-mended for higher accuracy. As a result, a range for GWF is introduced instead of an absolute value that can be updated by further case studies."
WOS:000990254500001,2023,English,Article,Effects of multidimensional urbanisation on water footprint self-sufficiency of staple crops in China,Crop production; Spatiotemporal variations; Driving force; Virtual water trade,UNIT-ROOT TESTS; VIRTUAL WATER; DRIVING FORCES; CLIMATE-CHANGE; FOOD SECURITY; CO2 EMISSIONS; PANEL-DATA; CONSUMPTION; STIRPAT; IMPACT,"Rapid urbanisation in developing countries has exerted ever-increasing pressure on food and water resource systems. Existing studies mostly focus on impacts of population urbanisation on agricultural water use, disregarding the multidimensional characteristics of urbanisation. Accounting for four dimensions of urbanisation: population, economy, spatial distribution, and society, we assessed the impact of multidimensional urbanisation on the water footprint self-sufficiency rate (WFSS) of three staple crops, that is, the ratio of the water footprint (WF) of crop production to the WF of crop-related consumption, through the case for China over 2000-2017. The socio-economic driving factors and spatial heterogeneity of crop WFSS were further tested. Results show that <30% of high-crop WFSS provinces supplied more than 70% of low-crop WFSS provinces. Social urbanisation and economic urbanisation were the governing positive and negative driving factors of the rice WFSS, respectively. Population urbanisation was the dominant factor attenuating wheat WFSS during the study period, while playing a reverse role in maize WFSS. Impacts of different dimensions of urbanisation on crop WFSS were heterogeneous and even contradictory depending on the crop type, the different processes of urbanisation, and the water endowment and economic level of the provinces. The quantile regression results further indicate that population urbanisation, spatial urbanisation and social urbanisation had greater impact on the higher WFSS (i. e., resulted in virtual water export) of rice and wheat. The current analysis challenges the conventionally monotonous urbanisation-water relationships, and suggests that additional dimensions of urbanisation should be considered when assessing the effects of urbanisation on agricultural water use."
WOS:001104801900016,2023,English,Article,"Water footprint assessment towards food sustainability for the valley region of Manipur, North East India",Food sustainability; rice; satellite data; valley region; water footprint,RICE CULTIVATION SYSTEMS; CROP PRODUCTION,"Water is a scarce resource. Thus water consumption by crops needs to be monitored to maintain future food sustainability. Water footprint (WF) is a tool to estimate water consumption by humans and the available fresh-water. Assessment of WF is significant for planning and managing water scarcity and food security. Rice is a staple crop in Manipur, North East India, requiring a large amount of water for production. In this study, the WF of rice is estimated for the valley region of Manipur for three years using satellite remote sensing and meteorological datasets. The critical parameters required for assessing WF of rice are evapotranspiration, precipitation and yield. For the analysis of WF, MODIS 8 daily evapotranspiration data and the CHIRPS dataset were used for evapotranspiration and precipitation respectively. Three components of WF were analysed in order to attain the Sustainable Development Goals of the United Nations. The analysis of green and blue water footprints suggests that the green- to- blue water footprint ratio is 0.8 to 10. The area exhibits a green-to-blue ratio of less than 1, which indicates a greater utilization of irrigation water ( blue water) in comparison to rainwater (green water). A value less than 1 demonstrates the need to reduce blue water use in these areas by selecting alternative food crops and increasing green water throughout the valley region to achieve the food sustainability goal."
WOS:000650897900001,2021,English,Article,"Water Footprint, Blue Water Scarcity, and Economic Water Productivity of Irrigated Crops in Peshawar Basin, Pakistan",green water footprint; blue water footprint; canal irrigated crops; water scarcity; economic water productivity; Pakistan,RIVER-BASIN; GREEN; AVAILABILITY; AGRICULTURE; SUSTAINABILITY; VARIABILITY; CONSUMPTION; EFFICIENCY; REDUCTION; SOILS,"Pakistan possesses the fourth largest irrigation network in the world, serving 20.2 million hectares of cultivated land. With an increasing irrigated area, Pakistan is short of freshwater resources and faces severe water scarcity and food security challenges. This is the first comprehensive study on the water footprint (WF) of crop production in Peshawar Basin. WF is defined as the volume of freshwater required to produce goods and services. In this study, we assessed the blue and green water footprints (WFs) and annual blue and green water consumption of major crops (maize, rice, tobacco, wheat, barley, sugarcane, and sugar beet) in Peshawar Basin, Pakistan. The Global Water Footprint Assessment Standard (GWFAS) and AquaCrop model were used to model the daily WF of each crop from 1986 to 2015. In addition, the blue water scarcity, in the context of available surface water, and economic water productivity (EWP) of these crops were assessed. The 30 year average blue and green WFs of major crops revealed that maize had the highest blue and green WFs (7077 and 2744 m(3)/ton, respectively) and sugarcane had the lowest blue and green WFs (174 and 45 m(3)/ton, respectively). The average annual consumption of blue water by major crops in the basin was 1.9 billion m(3), where 67% was used for sugarcane and maize, covering 48% of the cropland. The average annual consumption of green water was 1.0 billion m(3), where 68% was used for wheat and sugarcane, covering 67% of the cropland. The WFs of all crops exceeded the global average. The results showed that annually the basin is supplied with 30 billion m(3) of freshwater. Annually, 3 billion m(3) of freshwater leaves the basin unutilized. The average annual blue water consumption by major crops is 31% of the total available surface water (6 billion m(3)) in the basin. Tobacco and sugar beet had the highest blue and green EWP while wheat and maize had the lowest. The findings of this study can help the water management authorities in formulating a comprehensive policy for efficient utilization of available water resources in Peshawar Basin."
WOS:000603487500090,2021,English,Article,The scarcity-weighted water footprint provides unreliable water sustainability scoring,LCA; Water use; Water stress; SDG6; Water efficiency; Water productivity,ENVIRONMENTAL IMPACTS; CROP PRODUCTION; WHEAT; PRODUCTIVITY; CRITIQUE; LEVEL; GREEN; RICE,"To evaluate the environmental sustainability of blue water use or the blue water footprint (WI) of a product, organisation, geographical entity or a diet, two well-established indicators are generally applied: water efficiency and blue water stress. In recent years. the Life Cycle Assessment (LCA) community has developed, used and promoted the indicator scarcity-weighted NNE which aims to grasp both blue water use and blue water stress in one indicator. This indicator is now recommended in an ISO document on water footprinting and many scholars have used associated scarcity-weighted water use indicators. However, questions on its physical meaning and its ability to correctly evaluate water sustainability have emerged. Here, we analyse for global irrigated wheat production to what extend the scarcity-weighted WF addresses blue water stress and water efficiency. We observe inconsistent results, as a significant proportion of unsustainably produced irrigated wheat has better scarcityweighted WF scores as compared to sustainably produced irrigated wheat Using the scarcity-weighted WF or scarcity-weighted water use for policy-making including product labelling, punishes some farmers producing their wheat in a water-sustainable way and promotes some farmers producing wheat unsustainably. Applying the scarcity-weighted WE indicator thereby is contraproductive in reaching the Sustainable Development Goal (SDG) target 6.4 on reducing water stress. In line with the specifications of this SDG target, to evaluate the sustainability of blue water use or the blue WE, the two indicators water stress and water efficiency should be used separately, in a complementary way. (C) 2020 The Authors. Published by Elsevier B.V."
WOS:000759173000006,2021,English,Article,Estimation of the rice water footprint based on machine learning algorithms,Water footprint; Rice production; Climate change; GCMs; Machine learning,CLIMATE-CHANGE; ADDITIVE REGRESSION; NEURAL-NETWORK; RANDOM FOREST; WINTER-WHEAT; CHINA; PRECIPITATION; RIVER; YIELD; REQUIREMENTS,"It is essential to investigate the impact of climate change on the water footprint (WF) of rice from both historical simulation and future projections. In this study, four machine learning (ML) models, including random tree (RT), random forest (RF), additive regression (AR) and reduced error pruning tree (REPT) were used to model blue and green water footprint (BWFP and GWFP) for the present and future stages in the Yunnan Province, southwest China. Climate variables of daily precipitation, temperature, solar radiation, sunshine hours, wind speed, relative humidity and vapor pressure deficit data, yield and sown areas of rice were collected form 16 districts from 1990 to 2018. Six different scenarios (Sc1-Sc6) with different combinations of climate variables, crop coefficient and sown areas were used as inputs of the ML models for each of blue and green water footprint. Also, future climate projections of maximum (Tmax) and minimum (Tmin) temperatures, precipitation and sunshine were adopted for two different emission scenarios, RCP 4.5 and 8.5 from 2021to 2050, based on Geophysical Fluid Dynamics Laboratory (GFDL-ESM2M) model. For BWFP, the RT model in Sc1 with inputs of solar radiation, humidity, and vapor pressure deficit, was superior to the other scenarios with root mean square error (RMSE) and mean average percentage error (MAPE) values of 11.82 (m(3) ton(-1)) and 0.5%, respectively. Sc4 (sown area, Tmin, sunshine hours) and Sc5 (sown area, Tmin, Tmax, crop coefficient) were the best two scenarios for all models applied for BWFP, while addition of precipitation to these two scenarios were the best for GWFP. Further, GWFP was highly negative anomaly in 2011 by 46%, 34% and 32% for the districts 5, 1 and 2 respectively, followed by 2010. Predictions of variable trends in the future showed that crop evapotranspiration during the growing season would increase in all the districts, although effective precipitation (Peff) would have both decreasing and increasing trends. Furthermore, BWFP and GWFP will have an upward trend in the future based on RCP4.5 in Sc4. This investigation addresses water footprint prediction which may assist in mitigation plans such as policies for sustainable water-use and development plans for food security."
WOS:000833397800001,2022,English,Article,Winter Potato Water Footprint Response to Climate Change in Egypt,climate change; potato yield; food security; water footprint; water resources management,AGRICULTURAL PRODUCTION; REFERENCE EVAPOTRANSPIRATION; USE EFFICIENCY; RIVER-BASIN; GREEN; BLUE; CHINA; RICE; MANAGEMENT; IMPACTS,"The limited amount of freshwater is the most important challenge facing Egypt due to increasing population and climate change. The objective of this study was to investigate how climatic change affects the winter potato water footprint at the Nile Delta covering 10 governorates from 1990 to 2016. Winter potato evapotranspiration (ETC) was calculated based on daily climate variables of minimum temperature, maximum temperature, wind speed and relative humidity during the growing season (October-February). The Mann-Kendall test was applied to determine the trend of climatic variables, crop evapotranspiration and water footprint. The results showed that the highest precipitation values were registered in the northwest governorates (Alexandria followed by Kafr El-Sheikh). The potato water footprint decreased from 170 m(3) ton(-1) in 1990 to 120 m(3) ton(-1) in 2016. The blue-water footprint contributed more than 75% of the total; the remainder came from the green-water footprint. The findings from this research can help government and policy makers better understand the impact of climate change on potato crop yield and to enhance sustainable water management in Egypt's major crop-producing regions to alleviate water scarcity."
WOS:001739920600001,2026,English,Article,"Agricultural water footprint: trends, gaps and pathways to achieving sustainability goals",FAOSTAT; Water footprint network; Crop evapotranspiration; Irrigation management; Water-food nexus,CROP EVAPOTRANSPIRATION ESTIMATION; LAND-USE; POLLUTION LEVELS; BIG DATA; REDUCTION; GREEN; BLUE; CONSUMPTION; CRITIQUE; SCIENCE,"Agriculture accounts for nearly 70% of global freshwater withdrawals, intensifying pressure on water resources as climate change and food demand grow. In response, the water footprint (WF) has emerged as a key sustainability indicator, supporting agricultural water governance and the Sustainable Development Goals (SDGs). The present study analyses the evolution, structure, and gaps in agricultural water footprint research by combining bibliometric mapping with global agricultural production statistics. The methodology involves (i) compiling a database of 1574 Scopus-indexed articles addressing the water footprint in agriculture; (ii) data analysis and visualization using Biblioshiny, a Bibliometrix tool that facilitates exploration of conceptual, intellectual, and social structures; and (iii) mapping, systematizing, and interpreting the results to identify key trends, topics, and tools. The results indicate a strong concentration of studies on annual crops, particularly wheat, maize, and rice. In contrast, several perennial crops with higher water footprint receive less scientific attention, despite their potential to exert significant local water pressure. Comparison of scientific output with FAO production data and Water Footprint Network benchmarks reveals a structural misalignment between research focus and crops associated with elevated water demand and regional production pressures. Methodologically, most studies obtain theoretical crop water requirements based on evapotranspiration determination, while empirical validation using field-measured water use remains limited. Recent research increasingly integrates Life Cycle Assessment (ISO 14046), remote sensing, machine learning, and climate-adaptive modelling frameworks. These findings reveal an imbalance in knowledge production and highlight the need to redirect research efforts toward high-impact perennial systems, empirical validation strategies, and technology-enabled water management. Aligning scientific priorities with global production realities is essential to strengthen sustainable agricultural systems and environmental decision-making."
