UT,PY,DI,TI,DE,ID
WOS:000991255400001,2023,10.1002/jsfa.12675,Dry direct-seeded rice has higher energy and carbon production efficiencies without reducing economic benefits,carbon footprint; energy; production efficiency; rice; water management,GREENHOUSE-GAS EMISSIONS; NITROGEN-FERTILIZATION; PRODUCTION SYSTEMS; ORYZA-SATIVA; USE PATTERN; AGRICULTURE; TILLAGE; CONSERVATION; FOOTPRINT; MAIZE
WOS:000526392900008,2020,10.1038/s41893-020-0505-x,The global cropland-sparing potential of high-yield farming,,AGRICULTURAL INTENSIFICATION; CLIMATE-CHANGE; LAND-USE; FOOD; WATER; NITROGEN; SYSTEM; FLEXIBILITY; RESPONSES; NUTRIENT
WOS:001270461400001,2024,10.3389/frsus.2024.1287543,Mineralisation of CO2 in wood biomass ash for cement substitution in construction products,biomass residue/waste; biomass ash; CO2 mineralisation; construction materials; cement replacement; CO2 emission reduction,RICE HUSK ASH; FLY-ASH; BAGASSE ASH; CARBON FOOTPRINT; BOTTOM ASH; REPLACEMENT; COMBUSTION; CONCRETE; MORTARS; SEQUESTRATION
WOS:001015892600001,2023,10.3390/soilsystems7020041,Effects of Irrigation Regimes and Rice Varieties on Methane Emissions and Yield of Dry Season Rice in Bangladesh,methane; rice cultivars; alternate wetting and drying; emission factor; rice yield,NITROGEN USE EFFICIENCY; GREENHOUSE-GAS EMISSIONS; NITRIC-OXIDE EMISSIONS; WATER MANAGEMENT; CROPPING SYSTEMS; PADDY; FIELD; CH4; TRANSPORT; OXIDATION
WOS:001327486600001,2024,10.1016/j.agwat.2024.109067,A hybrid variable flux irrigation model for mitigating agroecological impacts of straw incorporation and furrow ridge system in rice-wheat rotations,Hydrus 2D/3D; Soil anoxia; Runoff control; Furrow irrigation; Optimal loop models,NITROUS-OXIDE EMISSIONS; REDUCES METHANE EMISSION; SOIL-WATER DYNAMICS; HYDRAULIC CONDUCTIVITY; OPTIMIZATION MODEL; CROPPING SYSTEMS; PADDY FIELD; MANAGEMENT; YIELD; RUNOFF
WOS:001376124800001,2024,10.3390/plants13233352,Geographical Distribution Dynamics of Acorus calamus in China Under Climate Change,<italic>Acorus calamus</italic>; MaxEnt; ENMeval package; land use; human,COMPLEXITY; MAXIMUM; HABITAT; IMPACT
WOS:000445981200024,2018,10.1016/j.jclepro.2018.08.025,Use of Vietnamese rice husk ash for the production of sodium silicate as the activator for alkali-activated binders,Alkali-activated binder; Alkaline activators; Rice Husk Ash; Fly ash; Ground granulated blast furnace slag; Simplified environmental analysis,WATER-TREATMENT SLUDGE; BLAST-FURNACE SLAG; FLY-ASH; WASTE GLASS; GEOPOLYMER; CEMENT; SUBSTITUTION; CONCRETE
WOS:001257500900003,2024,10.4028/p-Tu7AtX,Response Surface Optimization of Rice and Guinea Corn Husk Ash Blended Concrete,Concrete; Guinea Corn Husk Ash; Rice Husk Ash; Compressive Strength; Split-Tensile Strength,MECHANICAL-PROPERTIES; CEMENT; STRENGTH; REPLACEMENT; DURABILITY
WOS:001089934300001,2023,10.1016/j.jmrt.2023.06.041,Environmentally friendly use of rice husk ash and recycled glass waste to produce ultra-high- performance concrete,Recycled glass UHPC; RHA; DoE; CCD; RSM; Carbon footprint,MECHANICAL-PROPERTIES; SILICA FUME; STRENGTH; POWDER; WATER
WOS:001167965700001,2024,10.3178/hrl.18.14,Efficient agricultural monitoring: a methodology for assessing individual farmer adherence to rice-planting schedule for tertiary irrigation system under the Muda Irrigation Scheme using Earth observation datasets,Google Earth Engine; agricultural practices; irrigation; remote sensing; Sentinel-1,WATER FOOTPRINT; CLIMATE-CHANGE; CANAL LEVEL; SENTINEL-1; AREA
WOS:001165326700001,2024,10.1016/j.carbpol.2023.121743,"Starch-fibers composites, a study of all-polysaccharide foams from microwave foaming to biodegradation",Flax; Cellulose; Pulping; Microwave; Long fibers; Starch composites; Bio-based foams,CARBON FOOTPRINT; MECHANICAL-PROPERTIES; CASSAVA STARCH; FLAX; POLYMER
WOS:001055990000001,2023,10.1016/j.jmrt.2023.07.095,Assessing performance of alkali-activated bricks incorporated with processed surgical masks,Alkali-activated; Bricks; Surgical masks; Strength; Durability,BLAST-FURNACE SLAG; GEOPOLYMER CONCRETE; WASTES; STRENGTH
WOS:000987732800001,2023,10.3390/su15097468,"Sustainable Intensification of Cropping Systems under Conservation Agriculture Practices: Impact on Yield, Productivity and Profitability of Wheat",conservation agriculture (CA); sustainability; wheat; intensification and cropping systems,INDO-GANGETIC PLAINS; ESTABLISHMENT METHODS; TRITICUM-AESTIVUM; TILLAGE IMPACTS; HAPPY SEEDER; RICE; NITROGEN; WATER; MANAGEMENT; SOIL
WOS:000812740000001,2022,10.1016/j.cscm.2022.e01092,Rice husk ash and fly ash geopolymer hollow block based on NaOH activated,Geopolymer; FA; RHA; Hollow non-load-bearing geopolymer blocks,COMPRESSIVE STRENGTH; CEMENT
WOS:001012854500033,2023,,LIFE CYCLE ASSESSMENT OF NPK FERTILIZERS IN RICE PRODUCTION IN NORTHERN IRAN,cumulative exergy demand; ecological footprint; eutrophication; global warming potential; heavy metal emission,ASSESSMENT LCA; ENERGY INPUTS; EMISSIONS; PROVINCE; SYSTEM
WOS:000913156200006,2022,10.1016/j.jclepro.2022.134276,Sustainable production of ethyl levulinate by levulinic acid esterification obtained from Colombian rice straw,Biomass; Biorefinery; Climate change; Economic analysis; Life cycle assessment; Water consumption,LIFE-CYCLE ASSESSMENT; BIOETHANOL; ENERGY; LCA; CONVERSION; BIOENERGY; UNCERTAINTY; MANAGEMENT; CASSAVA; IMPACT
WOS:000838898200001,2022,10.3390/su14159144,"Seasonal Variations in Grain Yield, Greenhouse Gas Emissions and Carbon Sequestration for Maize Cultivation in Bangladesh",wet and dry seasons; net carbon emissions and sequestration; spatial variability,ENERGY; INTENSITY; SYSTEM; FIELDS; SOILS; CO2
WOS:000938068500001,2023,10.1016/j.jclepro.2022.135760,On the sustainability of paddy rice cultivation in the Paraiba do Sul river basin (Brazil) under a changing climate,Crop modeling; Water footprint; Intermittent flooding,CARBON-DIOXIDE; YIELD; IMPACTS; MODEL; NUTRITION
WOS:000636259900009,2021,10.1016/j.jclepro.2021.126331,Wastewater reuse for livestock feed irrigation as a sustainable practice: A socio-environmental-economic review,Wastewater; Livestock feed; Fertigation; Triple bottom line; Circular economy,GREENHOUSE-GAS EMISSIONS; RECLAIMED WATER; CIRCULATED IRRIGATION; PUBLIC PERCEPTION; NITROGEN REMOVAL; RECYCLED WATER; ANIMAL FEED; RICE; ACCEPTABILITY; MANAGEMENT
WOS:000785091800001,2022,10.3390/su14084475,"Effects of Organic Amendments on Soil Aggregate Stability, Carbon Sequestration, and Energy Use Efficiency in Wetland Paddy Cultivation",organic amendments; soil aggregates; integrated nutrient management; energy use efficiency; carbon sequestration,CROPPING SYSTEMS; RICE; MANAGEMENT; NITROGEN; MATTER; CONSERVATION; FRACTIONS; FOOTPRINT; BACTERIA; TILLAGE
WOS:001023360200001,2023,10.1111/jac.12662,Varietal effects on methane intensity of paddy fields under different irrigation management,AWD; carbon footprint; farmers compensation; greenhouse gases; lowland rice,RICE FIELDS; EMISSION; PATTERNS; CULTIVATION
WOS:000785459800001,2022,10.3390/ma15082736,"Hybrid Lime-Pozzolan Geopolymer Systems: Microstructural, Mechanical and Durability Studies",hydrated lime; pozzolan; geopolymer; mortar; freeze-thaw cycles; water absorption,ALKALINE ACTIVATION; MORTARS; METAKAOLIN; STRENGTH; RESIDUE
WOS:000370070200012,2016,10.1007/s11367-015-1025-1,Global guidance on environmental life cycle impact assessment indicators: progress and case study,Footprint; Guidance; Impact indicators; LCIA; Life cycle impact assessment; Rice cultivation,LAND-USE IMPACTS; BIODIVERSITY; FOOTPRINT
WOS:000367807600001,2016,10.1098/rsif.2015.1001,Global cropland and greenhouse gas impacts of UK food supply are increasingly located overseas,global environmental impacts; food supply; land use; international trade; self-sufficiency,LAND-USE CHANGE; INTERNATIONAL-TRADE; CARBON FOOTPRINTS; WATER FOOTPRINT; CONSUMPTION; SUSTAINABILITY; GLOBALIZATION; DISPLACEMENT; HUMANITY; DIETS
WOS:000847405100001,2023,10.1080/03650340.2022.2116428,Preceding crops changed greenhouse gases emission and carbon neutrality under maize-rice and double rice cropping systems,Double cropping; carbon uptake; carbon footprint; global warming potential,NITROUS-OXIDE EMISSIONS; NET ECOSYSTEM CARBON; 3-YEAR FIELD MEASUREMENT; METHANE EMISSIONS; WATER REGIME; SOIL RESPIRATION; ECONOMIC BUDGET; CHINA; INTENSITY; MANAGEMENT
WOS:000448137500031,2018,10.3390/atmos9090356,Comparison of Closed Chamber and Eddy Covariance Methods to Improve the Understanding of Methane Fluxes from Rice Paddy Fields in Japan,methane flux; rice paddy field; eddy covariance technique; footprint analysis,CARBON-DIOXIDE EXCHANGE; ENVIRONMENTAL CONTROLS; DIURNAL-VARIATION; IRRIGATED RICE; CH4 EMISSION; CO2 FLUX; SOIL; PLANTS; WATER; BIOGEOCHEMISTRY
WOS:000408784900009,2017,10.1016/j.fcr.2017.07.001,The birth of a new cropping system: towards sustainability in the subtropical lowland agriculture,Crop rotation; Farming system; Sustainability indicators; Soil management; Wetland,LIFE-CYCLE ASSESSMENT; ECOSYSTEM SERVICES; MANAGEMENT-SYSTEMS; LIVESTOCK SYSTEM; BEEF-PRODUCTION; ENERGY-BALANCE; COVER CROPS; RICE; EMISSIONS; FRAMEWORK
WOS:000739392700014,2021,10.1093/ajcn/nqab258,"Balancing a sustained pursuit of nutrition, health, affordability and climate goals: exploring the case of Indonesia",Indonesia; diet and climate; sustainable healthy diets; greenhouse gas emissions; climate change; nutritional value; food expenditure; affordability; water footprint; EAT-Lancet diet,FOOD; QUALITY; INSECTS; DIETS; COST
WOS:000870735200004,2022,10.1016/j.fcr.2022.108670,Towards sustainable productivity enhancement of rice-based farming systems in sub-Saharan Africa,Agronomy; Oryza spp; Sub-Saharan Africa; Sustainability; Yield gap,COUNTRIES; FEED
WOS:000737722600001,2022,10.1080/17583004.2021.2023049,Diversification of rice growing areas in Eastern India with integrated soil-crop system management for GHGs mitigation and higher productivity,Integrated soil-crop system; rice-mustard-jute cropping system; carbon footprint; carbon sequestration; nitrogen and water productivity,GREENHOUSE-GAS EMISSIONS; NITROGEN-USE EFFICIENCY; LIFE-CYCLE ASSESSMENT; ORGANIC-CARBON; CONSERVATION AGRICULTURE; FERTILIZER NITROGEN; NUTRIENT MANAGEMENT; FARM MACHINERY; N2O EMISSIONS; WINTER-WHEAT
WOS:000414003600004,2017,10.3389/fpls.2017.01879,Root Traits Enhancing Rice Grain Yield under Alternate Wetting and Drying Condition,alternate wetting and drying; rice; root; water; yield,WATER-SAVING IRRIGATION; LOWLAND RICE; PRODUCTIVITY; MANAGEMENT; SYSTEM; ACCUMULATION; REGIME; GROWTH; CHINA; ASIA
WOS:000904226800001,2022,10.3390/plants11243454,Effects of Combined Use of Olive Mill Waste Compost and Sprinkler Irrigation on GHG Emissions and Net Ecosystem Carbon Budget under Different Tillage Systems,methane; nitrous oxide; carbon balance; sprinkler; organic amendment; direct seeding,GREENHOUSE-GAS EMISSIONS; NITROUS-OXIDE EMISSIONS; NO-TILLAGE; WATER MANAGEMENT; END-PRODUCTS; RICE FIELDS; SOIL; YIELD; WHEAT; FERTILIZATION
WOS:000876450800001,2022,10.3389/fpls.2022.880631,Genomic footprints of selection in early-and late-flowering pearl millet landraces,adaptation; flowering; GWAS; genomic scan; yield; PhyC; far-red light FRS12; HAC1,L. R. BR.; PENNISETUM-GLAUCUM; PHYTOCHROME-C; ASSOCIATION; DROUGHT; PACKAGE; RICE; TIME; PERFORMANCE; ADAPTATION
WOS:000739790900021,2021,10.1590/S1517-707620210004.1380,Neural network-based prediction of 7-days compressive strength of UHPC incorporating SCM,K-fold validation; ANN; UHPC; supplementary cementitious materials; 7-day compressive strength,HIGH-PERFORMANCE CONCRETE; QUARTZ SAND; SILICA FUME; POWDER; MODEL; OPTIMIZATION; DURABILITY; METAKAOLIN; BEHAVIOR; WATER
WOS:000301093300016,2012,10.1016/j.agrformet.2011.04.013,The challenges of measuring methane fluxes and concentrations over a peatland pasture,Eddy covariance; Peatland; Wetland; Cattle; Rice; Methane; Laser spectrometer; Biogeochemistry,ATMOSPHERIC METHANE; PRIMARY PRODUCTIVITY; CARBON-DIOXIDE; NITROUS-OXIDE; FRESH-WATER; EXCHANGE; EMISSION; CO2; CALIFORNIA; OXIDATION
WOS:000484561500041,2019,10.3390/w11081567,"Long-Term Perspective Changes in Crop Irrigation Requirement Caused by Climate and Agriculture Land Use Changes in Rechna Doab, Pakistan",climate change; GCM; SDSM; crop irrigation requirement; effective precipitation; reference ET; CROPWAT,WATER REQUIREMENTS; REFERENCE EVAPOTRANSPIRATION; FUTURE CLIMATE; IMPACTS; MODEL; SIMULATION; PRECIPITATION; VARIABILITY; ADAPTATION; FOOTPRINT
WOS:000588680900001,2020,10.3389/fsufs.2020.564418,Balancing Economic and Environmental Performance for Small-Scale Rice Farmers in Peru,rice; environmental performance; Peru; small-scale; economics; sustainability; SRP; perceptions,GREENHOUSE-GAS EMISSIONS; YIELD GAPS; IRRIGATED RICE; MANAGEMENT; ADOPTION; PRODUCTIVITY; FERTILIZER; POVERTY; SYSTEMS; IMPACT
WOS:000498267500031,2019,10.3390/atmos10100593,Vulnerabilities of the European Union's Economy to Hydrological Extremes Outside its Borders,remote vulnerabilities to hydrological extremes; virtual water trade; water footprints; drought severity; water scarcity,VIRTUAL WATER TRADE; FOOTPRINT; CONSUMPTION; RESOURCES
WOS:000404133200155,2017,10.3390/su9061024,"Decoupling Agricultural Nonpoint Source Pollution from Crop Production: A Case Study of Heilongjiang Land Reclamation Area, China",decoupling analysis; agricultural nonpoint source pollution; crop production; export coefficient model,GREY WATER FOOTPRINT; ECONOMIC-GROWTH; ENVIRONMENTAL PRESSURE; DECOMPOSITION ANALYSIS; CO2 EMISSIONS; DRIVERS; REGION; IMPACT; MODEL; BLUE
WOS:000691092100002,2021,10.2166/wcc.2020.152,Adaptation measures (AMs) and mitigation policies (MPs) to climate change and sustainable blue economy: a global perspective,adaptations and mitigations; blue economy; carbon balance; climate change impact; water and industry,PLANT-BASED COAGULANTS; HYDROGEN-PRODUCTION; RICE FIELDS; WATER; EMISSIONS; METHANE; CO2; SULFUR; NANOMATERIALS; STRATEGIES
WOS:000296963300001,2011,10.1186/1471-2148-11-288,In search of the genetic footprints of Sumerians: a survey of Y-chromosome and mtDNA variation in the Marsh Arabs of Iraq,,HUMAN MITOCHONDRIAL-DNA; ASIAN CORRIDOR; HAPLOGROUP-H; NEAR-EASTERN; POPULATIONS; DIVERSITY; TREE; RESOLUTION; DIFFUSION; EURASIA
WOS:001459213000001,2025,10.1016/j.eiar.2025.107929,Characterizing dam fragmentation impacts on freshwater fish within life cycle impact assessment,Freshwater fish; Fragmentation; Characterization factors; Life cycle impact assessment; Hydropower; Irrigation,HYDROPOWER RESERVOIRS; BIODIVERSITY; FOOTPRINT; CONNECTIVITY; CONSUMPTION
WOS:001474436400001,2025,10.3390/chemengineering9020022,Improvement of Malagasy Traditional Earth Bricks by Using a Derivative of CNSL as a Binding Agent,traditional brick; red soil; CNSL; oxyacetic acid; binding agent; waste management and energy saving,SHELL LIQUID CNSL; GAS EMISSIONS; CLAY BRICKS; MADAGASCAR
WOS:001582001500001,2025,10.1016/j.nexus.2025.100504,"Designing an ecologically sustainable and resource-efficient rice-wheat system in the Western Indo-Gangetic Plains of India: Integrating practices of pressurized irrigation, tillage and residue management",Tillage; Residue mulch; Micro irrigation; Rice-wheat system; Crop simulation modelling,WATER-USE EFFICIENCY; CONSERVATION AGRICULTURE; PERFORMANCE EVALUATION; CROPPING SYSTEM; SOIL PROPERTIES; AQUACROP MODEL; ORGANIC-CARBON; YIELD; PRODUCTIVITY; MAIZE
WOS:001788232200001,2026,10.1017/S1368980026102602,"Rice and beans: the nutritious, sustainable and affordable staple of the Brazilian diet",Diet; Environment; Nutritional epidemiology; Brazil,WATER FOOTPRINT
WOS:001663359400001,2026,10.1002/sd.70593,"Ecological and Technological Insights to Enhance Rice Production: A Machine Learning Approach for Sustainable Agriculture in Granma, Cuba",ecological footprints; forecasting; greenhouse gas; machine learning; renewable energy; rice production; sustainable development,PRODUCTION SYSTEMS; CLIMATE-CHANGE; ENERGY; YIELD; BIOMASS; BANGLADESH; ADOPTION; FARMERS; IMPACT; INDIA
WOS:001726368600001,2026,10.3390/land15030416,An Analysis of the Structural Traits and Drivers of Virtual Land Trade Networks Within the G20 Countries,virtual land use; crop trade; social network analysis; exponential random graph model,FOOTPRINT; DISPLACEMENT
WOS:001004038700001,2023,10.1007/s40572-023-00400-z,Dairy and Plant-Based Milks: Implications for Nutrition and Planetary Health,Dairy; Dairy alternatives; Health; Nutrition; Environment; Retail,ENVIRONMENTAL IMPACTS; FOODS; ALTERNATIVES; PRODUCTS; METAANALYSIS; ASSOCIATION; CONSUMPTION; CHILDREN; ADULTS; RISK
WOS:001039001400003,2023,10.1073/pnas.2208376120,Mapping potential conflicts between global agriculture and terrestrial conservation,conservation risk hotspots; agricultural trade; biodiversity footprint,INPUT-OUTPUT-ANALYSIS; BIODIVERSITY IMPACTS; SUPPLY-CHAIN; CONSUMPTION; WATER; DEFORESTATION; FOOTPRINTS; EXPANSION; DRIVERS; DEMAND
WOS:001386875200001,2024,10.3390/buildings14123835,Preparation of Low Carbon Silicomanganese Slag-Based Alkali-Activated Materials Using Alkali-Activated Silica Waste,water glass; silicon waste; silicomanganese slag; alkali-activated materials; carbon footprint,RICE HUSK ASH; FLY-ASH; REACTION-KINETICS; SODIUM-SILICATE; BORON MUD; MANGANESE; CEMENT; STRENGTH; GLASS; GEL
WOS:001258443600001,2024,10.1016/j.heliyon.2024.e27691,Advanced technological adaptations can improve the energy-cum-carbon-efficiency of diverse rice production systems,Carbon footprint; Economic profitability; Energy use efficiency; Rice production systems; Sustainability,EASTERN HIMALAYAN REGION; GREENHOUSE-GAS EMISSIONS; CROPPING SYSTEMS; CONSERVATION AGRICULTURE; TRANSPLANTED RICE; ORYZA-SATIVA; RESOURCE-USE; WATER-USE; FOOTPRINT; MANAGEMENT
WOS:001133843000001,2023,10.1016/j.nexus.2023.100238,Quantifying the energy use efficiency and greenhouse gas emissions in Punjab (India) agriculture,Energy; GHGs; Climate smart agriculture; Climate mitigation; Climate change; and agricultural sustainability,PRODUCTION SYSTEMS; RICE PRODUCTION; OPTIMIZATION APPROACH; CARBON FOOTPRINT; FOOD SECURITY; CO2 EMISSIONS; MITIGATION; WHEAT; CULTIVATION; MANAGEMENT
WOS:000978373100001,2023,10.3390/agronomy13040955,"Development of Integrated Farming System Model-A Step towards Achieving Biodiverse, Resilient and Productive Green Economy in Agriculture for Small Holdings in India",complementary resource usages; crop diversification; energy dynamics; global warming potential; integrated farming system; marginal holding; system productivity; water footprints,ECOSYSTEM SERVICES; POVERTY REDUCTION; CROP DIVERSIFICATION; FARMERS; ENERGY; CONSERVATION; HORTICULTURE; LIVELIHOOD; SECURITY; INCOME
WOS:000663072800001,2021,10.1016/j.fcr.2021.108164,"An impact of agronomic practices of sustainable rice-wheat crop intensification on food security, economic adaptability, and environmental mitigation across eastern Indo-Gangetic Plains",Energy use; Global warming potential; Residue management; Resource conservation technologies; Rice-wheat-greengram system; Triple zero-tillage,ENERGY USE EFFICIENCY; CONSERVATION AGRICULTURE; WATER PRODUCTIVITY; SYSTEMS; TILLAGE; YIELDS; OPTIONS; MANAGEMENT; COMPONENTS; FOOTPRINT
WOS:000423002200089,2018,10.1016/j.jclepro.2017.11.182,An international comparison of rice consumption behaviours and greenhouse gas emissions from rice production,Agriculture; Rice; Methane; China; Vietnam; India; Thailand,CLIMATE-CHANGE; WATER; FOOD; INTENSIFICATION; AGRICULTURE; STREAM; SYSTEM; COSTS; CROPS; RIVER
WOS:000896202900001,2022,10.3390/su142315870,Environmental Life Cycle Assessment in Organic and Conventional Rice Farming Systems: Using a Cradle to Farm Gate Approach,climate change; ecosystem quality; human health damage; LCA; sustainability,IMPACT ASSESSMENT; PADDY FIELDS; FRESH-WATER; NITROGEN FOOTPRINT; CROPPING SYSTEMS; GUILAN PROVINCE; RISK-ASSESSMENT; ASSESSMENT LCA; FERTILIZER; EMISSIONS
WOS:000460826800010,2019,10.1016/j.agsy.2019.01.008,Impact of climate change on agricultural productivity and food security in the Himalayas: A case study in Nepal,Nepal; Himalaya; Food security; Crop yield; Climate change,FUTURE HYDROLOGICAL REGIMES; SCALE RECURSIVE ESTIMATION; KOSHI RIVER-BASIN; CROPPING SYSTEMS; CHANGE SCENARIOS; WATER FOOTPRINT; ELEVATED CO2; LAND-USE; PO VALLEY; MODEL
WOS:000503172600028,2020,10.1016/j.jclepro.2019.118835,Assessing alternative crop establishment methods with a sustainability lens in rice production systems of Eastern India,Sustainability indicators; Dry direct seeded rice; Machine transplanted rice; Environmental footprints; Synergies and trade-off,DIRECT-SEEDED RICE; GANGETIC PLAINS; MANAGEMENT-PRACTICES; YIELD GAPS; FARM-LEVEL; PERFORMANCE; AGRICULTURE; CULTIVATION; FERTILIZER; NUTRIENT
WOS:000967703300001,2023,10.1016/j.energy.2023.126986,Pathways and determinants of sustainable energy use for rice farms in India,Big data; Policy planning; Truncated regression; Energy use efficiency; Data envelopment analysis,DATA ENVELOPMENT ANALYSIS; WATER-USE EFFICIENCY; CONSERVATION AGRICULTURE; CARBON FOOTPRINT; WHEAT; TILLAGE; MODELS; OPTIMIZATION; PRODUCTIVITY; MANAGEMENT
WOS:000400532300003,2017,10.1016/j.fcr.2017.02.008,Estimating yield gaps at the cropping system level,Yield potential; Yield gap; Cropping system; Rice; Maize; Bangladesh,USE EFFICIENCY; IRRIGATED MAIZE; GRAIN LEGUME; RESOURCE USE; NITROGEN; PRODUCTIVITY; RICE; MANAGEMENT; CLIMATE; CEREAL
WOS:001063553400001,2023,10.1016/j.energy.2023.128753,Is scale production more advantageous than smallholders for Chinese rice production?,Energy analysis; Environment footprint; Economic analysis; Land use rights transfer; Farm size,OUTPUT ENERGY ANALYSIS; GREENHOUSE-GAS EMISSIONS; CARBON FOOTPRINT; WATER MANAGEMENT; GRAIN PRODUCTION; PRODUCTION SYSTEMS; ECONOMIC-ANALYSIS; FARM SIZE; IRRIGATION; FIELD
WOS:000927719600001,2023,10.3390/su15021054,"Intensification of Rice-Fallow Agroecosystem of South Asia with Oilseeds and Pulses: Impacts on System Productivity, Soil Carbon Dynamics and Energetics",conservation agriculture; carbon balance; energy budgeting; rice-fallow; soil C-pool; system productivity,INDO-GANGETIC PLAINS; CONSERVATION AGRICULTURE; ORGANIC-CARBON; CROPPING SYSTEMS; SUSTAINABLE INTENSIFICATION; NUTRIENT MANAGEMENT; WATER PRODUCTIVITY; RESIDUE MANAGEMENT; FOOD SECURITY; TILLAGE
WOS:000560286900003,2021,10.1007/s11356-020-10395-x,Potential of conservation agriculture modules for energy conservation and sustainability of rice-based production systems of Indo-Gangetic Plain region,Conservation agriculture; Crop residue retention; Crop establishment; Direct seeded rice; Energy budgeting; Rice; maize; wheat system,WHEAT CROPPING SYSTEM; ORGANIC-CARBON POOLS; ECONOMIC-GROWTH; RESIDUE MANAGEMENT; WATER PRODUCTIVITY; SOIL AGGREGATION; NO-TILL; CONSUMPTION; ESTABLISHMENT; FOOTPRINT
WOS:000345530700025,2014,10.3390/rs61110773,Towards an Operational SAR-Based Rice Monitoring System in Asia: Examples from 13 Demonstration Sites across Asia in the RIICE Project,rice; food security; SAR; Asia; COSMO Skymed; TerraSAR-X,BAND BACKSCATTERING COEFFICIENTS; RESOLUTION SATELLITE SAR; BIOPHYSICAL VARIABLES
WOS:000584004900001,2020,10.3390/agronomy10101561,"Portfolios of Climate Smart Agriculture Practices in Smallholder Rice-Wheat System of Eastern Indo-Gangetic Plains-Crop Productivity, Resource Use Efficiency and Environmental Foot Prints",conservation agriculture; global warming potential; energy use efficiency; water productivity,NITROUS-OXIDE EMISSIONS; PRECISION-CONSERVATION AGRICULTURE; WATER-USE EFFICIENCY; MITIGATION OPPORTUNITIES; ESTABLISHMENT METHODS; SOUTH-ASIA; TILLAGE; SOIL; MANAGEMENT; ROTATION
WOS:000490553100001,2022,10.1080/17597269.2019.1670465,Life-cycle assessment-based comparison of different lignocellulosic ethanol production routes,Life-cycle assessment; ethanol; India; bagasse; water footprint; dilute acid pre-treatment,BAGASSE-DERIVED ETHANOL; FUEL ETHANOL; ENVIRONMENTAL BENEFITS; RICE STRAW; BIOETHANOL; SUGARCANE; IMPACT; INDIA; CHALLENGES; MISCANTHUS
WOS:000884132100001,2022,10.3390/su142114636,"Designing Resource-Efficient and Environmentally Safe Cropping Systems for Sustainable Energy Use and Economic Returns in Indo-Gangetic Plains, India",energy use efficiency; greenhouse gases emission; system productivity; water productivity,LIFE-CYCLE ASSESSMENT; CARBON FOOTPRINT; CONSERVATION AGRICULTURE; YIELD TRENDS; COVER CROPS; NO-TILL; EMISSIONS; MANAGEMENT; ROTATION; IMPACT
WOS:000691795600006,2021,10.1016/j.envsci.2021.08.001,A new meta-coupling framework to diagnose the inequity hidden in China's cultivated land use,Agriculture; Cultivated land; Inequity; Meta-coupling; Input-output; China,CLIMATE-CHANGE; FOOD SECURITY; CARBON EMISSIONS; WATER FOOTPRINT; RICE PRODUCTION; IMPACTS; AGRICULTURE; POLLUTION; ECOSYSTEM; SOIL
WOS:000448339400014,2018,10.1039/c8gc02066c,New eco-cellular concretes: sustainable and energy-efficient materials,,ALKALI-ACTIVATED BINDERS; CATALYST RESIDUE FCC; CANE STRAW ASH; FOAM CONCRETE; WASTE GLASS; FLY-ASH; GEOPOLYMER; MORTAR; CONSTRUCTION; STRENGTH
WOS:000404133200171,2017,10.3390/su9061044,Reducing Global Warming Potential through Sustainable Intensification of Basmati Rice-Wheat Systems in India,conservation agriculture; greenhouse gas emissions; carbon sequestration; methane; nitrous oxide; global warming potential,CROP ESTABLISHMENT METHODS; NITROUS-OXIDE EMISSIONS; CONSERVATION AGRICULTURE; METHANE EMISSIONS; CARBON SEQUESTRATION; CENTRAL HIGHLANDS; GANGETIC PLAINS; TILLAGE; MANAGEMENT; ROTATION
WOS:000360003700002,2015,10.5194/bg-12-4577-2015,Predicting landscape-scale CO2 flux at a pasture and rice paddy with long-term hyperspectral canopy reflectance measurements,,NET ECOSYSTEM EXCHANGE; SPECTRAL FEATURES; GLOBAL VEGETATION; USE EFFICIENCY; WATER-VAPOR; SATELLITE; CARBON; INDEX; SPECTROSCOPY; PROPAGATION
SCOPUS:2-s2.0-105027545183,2025,10.51910/ijhdr.v25icf.1719,Bioassay of rice (Oryza sativa L.) seedlings in response to dynamized high dilutions of Calcarea carbonica and Silicea terra,Agroecology; Biostimulation; Low residual impact technologies; Plant models,
SCOPUS:2-s2.0-85108966431,2021,10.1371/journal.pone.0253755,"Influence of rice varieties, organic manure and water management on greenhouse gas emissions from paddy rice soils",,"Agricultural Irrigation; Crop Production; Global Warming; Greenhouse Gases; Manure; Myanmar; Nitrous Oxide; Oryza; Seasons; carbon; nitrous oxide; Article; carbon footprint; compost; controlled study; dry season; environmental factor; environmental impact; environmental impact assessment; greenhouse effect; irrigation (agriculture); manure; plant yield; rainy season; rice; soil analysis; soil management; water management; adverse event; crop production; greenhouse gas; growth, development and aging; metabolism; Myanmar; Oryza; procedures; season"
SCOPUS:2-s2.0-85165697600,2023,10.1155/2023/1177458,Evaluating 28-Days Performance of Rice Husk Ash Green Concrete under Compression Gleaned from Neural Networks,,Agricultural wastes; Agriculture; Carbon footprint; Climate change; Concrete aggregates; Errors; Forecasting; Silica; Sustainable development; Carbon emissions; Cement manufacturing; Cementitious materials; CO2 emissions; Compressive strength of concrete; Green concrete; Neural-networks; Performance; Rice-husk ash; Root mean square errors; Compressive strength
